Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
inn00245,2,0,1,0,meal plan 1,0,room_type 1,33,2018,2,8,online,0,0,0,80.3,1,not_canceled
inn00246,1,0,0,2,meal plan 1,0,room_type 1,164,2017,10,2,offline,0,0,0,100.0,0,not_canceled
inn00247,2,0,0,3,meal plan 1,1,room_type 1,78,2018,3,24,online,0,0,0,105.3,1,not_canceled
inn00248,2,0,0,4,meal plan 1,0,room_type 4,18,2018,5,31,online,0,0,0,112.8,0,canceled
inn00249,2,0,1,2,meal plan 1,0,room_type 1,21,2018,8,15,online,0,0,0,151.0,0,canceled
inn00250,1,0,1,3,meal plan 1,0,room_type 1,0,2017,11,9,online,0,0,0,91.0,1,not_canceled
inn00251,3,0,2,1,meal plan 1,0,room_type 4,152,2018,8,13,online,0,0,0,146.7,1,canceled
inn00252,2,0,2,3,meal plan 1,0,room_type 1,43,2017,10,2,offline,0,0,0,58.4,0,not_canceled
inn00253,2,0,0,4,not selected,0,room_type 1,177,2018,7,26,online,0,0,0,80.75,1,canceled
inn00254,2,0,1,1,not selected,0,room_type 1,47,2018,5,21,offline,0,0,0,76.5,0,not_canceled
inn00255,3,0,0,3,meal plan 1,0,room_type 4,57,2018,9,7,online,0,0,0,140.13,0,not_canceled
inn00256,2,0,2,4,not selected,0,room_type 1,60,2017,11,15,online,0,0,0,76.0,1,not_canceled
inn00257,2,0,0,1,meal plan 1,0,room_type 1,0,2017,9,16,online,0,0,0,200.0,0,not_canceled
inn00258,2,0,0,2,meal plan 2,0,room_type 1,102,2017,10,16,online,0,0,0,101.5,0,canceled
inn00259,2,0,0,3,not selected,0,room_type 1,71,2018,10,18,online,0,0,0,108.0,1,not_canceled
inn00260,3,0,2,3,meal plan 2,0,room_type 4,111,2018,7,23,online,0,0,0,189.0,1,not_canceled
inn00261,3,0,1,1,meal plan 1,0,room_type 4,1,2018,6,11,online,0,0,0,166.0,3,not_canceled
inn00262,2,0,1,1,not selected,0,room_type 1,4,2018,1,16,online,0,0,0,67.5,0,not_canceled
inn00263,2,0,1,3,meal plan 1,0,room_type 4,25,2017,9,14,online,0,0,0,78.54,1,not_canceled
inn00264,1,0,2,2,meal plan 1,0,room_type 1,209,2018,11,6,online,0,0,0,152.1,1,canceled
inn00265,1,0,2,1,meal plan 1,0,room_type 1,93,2018,10,15,online,0,0,0,115.0,0,canceled
inn00266,2,0,2,5,not selected,0,room_type 1,53,2017,9,2,online,0,0,0,66.53,2,not_canceled
inn00267,1,0,0,2,meal plan 1,0,room_type 1,1,2017,8,12,complementary,1,0,1,0.0,1,not_canceled
inn00268,1,0,2,1,meal plan 1,0,room_type 1,4,2017,8,23,complementary,0,0,0,0.0,1,not_canceled
inn00269,2,0,0,3,meal plan 1,0,room_type 1,302,2018,12,29,online,0,0,0,90.3,2,canceled
inn00270,2,0,0,2,meal plan 1,0,room_type 1,122,2018,4,15,offline,0,0,0,85.0,0,not_canceled
inn00271,1,0,0,1,meal plan 1,0,room_type 1,16,2018,3,11,corporate,0,0,0,75.0,0,not_canceled
inn00272,2,0,2,4,meal plan 1,0,room_type 1,28,2018,8,28,online,0,0,0,115.37,1,canceled
inn00273,2,0,1,2,meal plan 2,0,room_type 1,161,2018,3,25,online,0,0,0,130.0,0,canceled
inn00274,3,0,0,2,meal plan 1,0,room_type 4,57,2018,12,9,online,0,0,0,126.0,2,not_canceled
inn00275,2,0,1,0,meal plan 1,0,room_type 1,19,2018,6,12,online,0,0,0,94.35,1,not_canceled
inn00276,3,0,2,4,meal plan 1,0,room_type 4,109,2018,7,6,online,0,0,0,118.46,4,not_canceled
inn00277,1,0,0,2,meal plan 2,0,room_type 1,239,2018,6,15,online,0,0,0,90.6,0,canceled
inn00278,1,0,2,1,meal plan 1,0,room_type 1,33,2018,3,5,online,0,0,0,82.9,2,not_canceled
inn00279,2,0,0,3,meal plan 1,0,room_type 1,11,2017,8,18,online,0,0,0,95.33,1,not_canceled
inn00280,3,0,2,5,meal plan 1,0,room_type 4,40,2018,4,21,online,0,0,0,135.64,1,not_canceled
inn00281,3,0,1,1,meal plan 1,0,room_type 4,45,2018,6,18,offline,0,0,0,122.4,0,not_canceled
inn00282,2,0,1,3,not selected,0,room_type 1,41,2018,5,9,online,0,0,0,116.1,0,canceled
inn00283,2,0,0,4,not selected,0,room_type 1,167,2018,6,28,online,0,0,0,62.18,0,canceled
inn00284,2,0,0,4,not selected,0,room_type 1,62,2018,3,9,online,0,0,0,63.75,0,canceled
inn00285,1,0,1,4,meal plan 1,0,room_type 1,113,2018,9,7,online,0,0,0,118.8,0,canceled
inn00286,2,0,0,2,not selected,1,room_type 1,1,2018,8,10,online,0,0,0,167.0,0,not_canceled
inn00287,2,2,2,2,meal plan 1,0,room_type 6,84,2018,5,13,online,0,0,0,187.85,1,not_canceled
inn00288,0,2,2,2,meal plan 1,0,room_type 1,68,2018,4,24,online,0,0,0,108.38,1,canceled
inn00289,2,0,0,1,meal plan 1,0,room_type 2,9,2018,9,7,complementary,1,0,3,0.0,1,not_canceled
inn00290,3,0,1,2,meal plan 1,0,room_type 1,245,2018,10,28,online,0,0,0,128.7,0,canceled
inn00291,2,0,1,3,meal plan 1,0,room_type 1,80,2018,3,17,online,0,0,0,80.33,1,not_canceled
inn00292,2,0,1,1,meal plan 1,0,room_type 1,7,2018,8,22,online,0,0,0,140.0,1,canceled
inn00293,2,1,1,1,meal plan 1,0,room_type 1,128,2017,8,8,online,0,0,0,76.5,2,not_canceled
inn00294,2,0,2,1,meal plan 1,0,room_type 1,100,2018,5,1,online,0,0,0,105.3,1,not_canceled
inn00295,2,0,2,1,meal plan 1,0,room_type 1,118,2018,4,3,online,0,0,0,87.3,1,canceled
inn00296,1,0,0,3,meal plan 1,0,room_type 1,166,2018,11,1,online,0,0,0,110.0,0,canceled
inn00297,1,0,0,1,meal plan 2,0,room_type 1,41,2017,9,4,offline,0,0,0,83.0,0,not_canceled
inn00298,2,0,2,2,meal plan 1,0,room_type 1,174,2018,8,13,online,0,0,0,99.45,1,not_canceled
inn00299,2,1,2,1,meal plan 2,0,room_type 1,27,2017,12,27,offline,0,0,0,104.5,3,not_canceled
inn00300,2,0,2,6,meal plan 1,0,room_type 1,2,2018,11,16,online,0,0,0,92.54,2,not_canceled
inn00301,1,0,0,3,meal plan 1,0,room_type 1,37,2018,10,13,offline,0,0,0,95.0,0,not_canceled
inn00302,1,0,0,2,meal plan 1,0,room_type 1,188,2018,6,15,online,0,0,0,130.0,0,canceled
inn00303,2,0,2,1,meal plan 1,0,room_type 1,68,2018,1,2,offline,1,1,0,63.0,1,not_canceled
inn00304,2,0,1,2,meal plan 1,0,room_type 4,189,2018,10,28,online,0,0,0,109.8,0,canceled
inn00305,2,0,1,0,meal plan 1,0,room_type 1,10,2018,5,16,online,0,0,0,103.0,0,not_canceled
inn00306,3,0,2,1,meal plan 1,0,room_type 4,19,2018,2,20,online,0,0,0,130.0,1,not_canceled
inn00307,2,0,0,2,meal plan 1,0,room_type 1,61,2018,3,23,online,0,0,0,117.0,0,canceled
inn00308,2,0,0,4,meal plan 1,0,room_type 4,95,2017,12,29,offline,0,0,0,60.5,0,not_canceled
inn00309,2,0,0,1,meal plan 2,0,room_type 1,83,2017,9,30,offline,0,0,0,112.2,0,not_canceled
inn00310,2,0,1,3,meal plan 1,0,room_type 1,37,2018,8,1,online,0,0,0,135.9,0,canceled
inn00311,2,0,1,0,meal plan 1,0,room_type 1,19,2018,7,25,online,0,0,0,151.0,1,canceled
inn00312,2,2,0,2,meal plan 1,0,room_type 6,22,2018,9,16,online,0,0,0,239.0,2,not_canceled
inn00313,2,0,2,1,meal plan 1,0,room_type 1,22,2017,12,26,online,0,0,0,59.09,0,not_canceled
inn00314,2,0,2,5,meal plan 1,0,room_type 1,151,2018,7,9,online,0,0,0,103.09,0,canceled
inn00315,2,0,2,1,meal plan 1,0,room_type 1,26,2018,2,28,offline,0,0,0,87.0,0,not_canceled
inn00316,3,0,1,0,meal plan 1,0,room_type 4,27,2018,4,17,online,0,0,0,137.0,0,canceled
inn00317,2,0,0,2,meal plan 2,0,room_type 1,79,2018,6,24,offline,0,0,0,109.0,0,not_canceled
inn00318,2,0,1,1,meal plan 2,0,room_type 1,247,2018,6,6,online,0,0,0,115.0,1,canceled
inn00319,2,0,2,3,meal plan 1,0,room_type 4,189,2018,7,17,online,0,0,0,99.45,1,not_canceled
inn00320,2,0,0,2,meal plan 2,0,room_type 1,320,2018,8,18,online,0,0,0,115.0,1,canceled
inn00321,3,0,1,2,meal plan 1,0,room_type 4,27,2018,2,22,online,0,0,0,130.0,2,not_canceled
inn00322,1,0,1,0,meal plan 1,0,room_type 1,51,2018,5,22,corporate,1,0,3,65.0,0,not_canceled
inn00323,2,0,0,2,meal plan 1,0,room_type 1,245,2018,6,17,online,0,0,0,75.0,0,canceled
inn00324,2,1,1,2,meal plan 1,0,room_type 1,52,2018,7,8,online,0,0,0,132.9,0,canceled
inn00325,1,0,2,0,meal plan 1,0,room_type 1,13,2017,10,18,online,0,0,0,120.0,0,not_canceled
inn00326,2,0,0,2,not selected,0,room_type 1,46,2018,11,11,online,0,0,0,79.2,1,canceled
inn00327,3,0,2,1,meal plan 1,0,room_type 4,84,2018,8,28,online,0,0,0,159.3,0,canceled
inn00328,1,0,0,2,meal plan 1,0,room_type 1,188,2018,6,15,online,0,0,0,130.0,0,canceled
inn00329,2,0,0,3,meal plan 1,0,room_type 1,19,2017,10,6,offline,1,1,0,90.0,0,not_canceled
inn00330,2,0,0,2,meal plan 1,0,room_type 4,67,2018,5,27,online,0,0,0,140.4,1,not_canceled
inn00331,2,0,0,1,meal plan 1,0,room_type 1,0,2017,8,11,online,0,0,0,75.0,0,not_canceled
inn00332,2,0,0,2,meal plan 2,0,room_type 1,273,2017,7,17,online,0,0,0,109.0,0,canceled
inn00333,2,0,2,1,meal plan 2,0,room_type 1,110,2017,7,25,online,0,0,0,94.5,0,canceled
inn00334,1,0,0,1,meal plan 1,0,room_type 1,0,2017,12,15,corporate,1,0,1,75.0,0,not_canceled
inn00335,2,0,1,2,meal plan 1,0,room_type 4,32,2017,10,23,offline,0,0,0,75.0,1,not_canceled
inn00336,2,0,2,1,meal plan 1,0,room_type 1,282,2017,10,10,offline,0,0,0,76.67,0,not_canceled
inn00337,2,0,2,2,meal plan 1,0,room_type 1,38,2018,10,2,online,0,0,0,126.0,0,not_canceled
inn00338,2,0,1,1,not selected,0,room_type 1,175,2018,7,23,online,0,0,0,85.5,1,not_canceled
inn00339,2,0,0,3,meal plan 1,0,room_type 4,143,2018,8,18,online,0,0,0,140.7,0,canceled
inn00340,2,0,2,2,meal plan 1,0,room_type 4,127,2018,6,26,online,0,0,0,103.7,1,not_canceled
inn00341,1,0,0,1,meal plan 1,0,room_type 1,0,2017,9,8,online,0,0,0,142.0,0,not_canceled
inn00342,2,1,2,5,meal plan 1,0,room_type 1,95,2018,12,21,online,0,0,0,103.7,3,not_canceled
inn00343,1,0,1,2,meal plan 1,0,room_type 1,118,2018,6,6,offline,0,0,0,110.0,0,not_canceled
inn00344,2,0,0,3,meal plan 1,0,room_type 1,45,2018,11,10,offline,0,0,0,75.0,0,not_canceled
inn00345,3,0,1,1,meal plan 1,0,room_type 4,69,2018,7,25,online,0,0,0,137.7,0,not_canceled
inn00346,2,0,0,1,not selected,0,room_type 1,57,2018,9,7,online,0,0,0,87.3,3,not_canceled
inn00347,1,0,0,2,meal plan 1,0,room_type 1,5,2018,8,24,complementary,1,0,4,0.0,4,not_canceled
inn00348,2,0,0,2,meal plan 2,0,room_type 1,39,2017,8,14,offline,0,0,0,101.5,0,not_canceled
inn00349,2,0,0,1,meal plan 1,0,room_type 1,0,2018,2,24,online,0,0,0,97.0,1,not_canceled
inn00350,3,0,1,1,meal plan 1,0,room_type 4,89,2018,8,15,online,0,0,0,150.3,1,not_canceled
inn00351,2,0,0,4,meal plan 1,0,room_type 1,85,2018,3,29,online,0,0,0,82.45,0,not_canceled
inn00352,1,0,0,1,meal plan 1,1,room_type 4,4,2018,7,1,corporate,1,0,3,103.0,1,not_canceled
inn00353,1,0,2,6,meal plan 1,0,room_type 1,11,2018,7,5,online,0,0,0,145.0,0,canceled
inn00354,1,0,1,1,meal plan 1,0,room_type 1,12,2018,7,11,online,0,0,0,145.0,1,not_canceled
inn00355,2,0,2,2,meal plan 1,0,room_type 4,77,2018,5,14,online,0,0,0,134.85,1,not_canceled
inn00356,2,1,1,1,meal plan 1,0,room_type 6,14,2018,10,22,online,0,0,0,168.25,1,not_canceled
inn00357,1,0,2,1,meal plan 1,0,room_type 1,1,2018,2,28,online,0,0,0,60.0,0,canceled
inn00358,2,0,1,3,meal plan 1,0,room_type 1,133,2018,6,13,offline,0,0,0,76.0,0,not_canceled
inn00359,2,0,1,2,meal plan 1,0,room_type 1,3,2017,8,10,offline,0,0,0,63.5,1,not_canceled
inn00360,2,0,2,0,meal plan 1,0,room_type 1,19,2018,9,18,offline,0,0,0,95.0,0,not_canceled
inn00361,2,0,2,2,meal plan 1,0,room_type 4,86,2018,9,3,offline,0,0,0,90.95,3,not_canceled
inn00362,2,0,0,2,meal plan 1,0,room_type 1,23,2017,10,16,online,0,0,0,98.4,2,not_canceled
inn00363,2,0,0,1,meal plan 1,0,room_type 1,65,2018,9,22,online,0,0,0,135.9,1,not_canceled
inn00364,2,0,0,2,meal plan 1,0,room_type 4,1,2018,11,16,online,0,0,0,130.0,1,not_canceled
inn00365,2,0,0,1,meal plan 1,0,room_type 4,66,2017,11,19,online,0,0,0,81.9,2,not_canceled
inn00366,3,0,1,4,meal plan 1,0,room_type 1,50,2018,2,22,online,0,0,0,78.85,1,not_canceled
inn00367,2,0,2,3,meal plan 2,0,room_type 1,87,2018,6,26,online,0,0,0,141.3,0,canceled
inn00368,2,0,1,1,meal plan 1,0,room_type 1,159,2018,4,9,offline,0,0,0,70.0,1,not_canceled
inn00369,2,0,2,3,meal plan 2,0,room_type 1,39,2018,8,13,online,0,0,0,170.1,2,not_canceled
inn00370,2,0,2,0,meal plan 2,0,room_type 1,386,2018,10,23,online,0,0,0,115.0,1,canceled
inn00371,2,2,0,5,meal plan 1,0,room_type 6,22,2017,12,29,online,0,0,0,199.0,0,not_canceled
inn00372,2,0,2,2,meal plan 1,0,room_type 4,102,2018,7,10,offline,0,0,0,82.45,0,not_canceled
inn00373,4,0,0,3,meal plan 1,0,room_type 7,86,2018,10,20,online,0,0,0,192.86,1,not_canceled
inn00374,2,0,2,2,meal plan 1,0,room_type 1,56,2017,9,25,offline,0,0,0,185.0,0,not_canceled
inn00375,2,0,2,6,meal plan 1,0,room_type 1,36,2018,12,10,online,0,0,0,68.07,1,not_canceled
inn00376,2,0,0,3,meal plan 1,0,room_type 1,50,2018,10,4,online,0,0,0,118.8,1,not_canceled
inn00377,2,0,0,2,meal plan 1,0,room_type 4,115,2018,10,27,online,0,0,0,104.4,0,canceled
inn00378,1,0,0,1,meal plan 1,0,room_type 1,0,2018,3,23,corporate,1,0,12,65.0,0,not_canceled
inn00379,2,0,1,3,not selected,0,room_type 1,35,2018,3,3,online,0,0,0,71.1,0,canceled
inn00380,2,0,2,1,meal plan 1,0,room_type 1,17,2018,5,21,offline,0,0,0,95.0,0,not_canceled
inn00381,2,0,4,11,meal plan 1,0,room_type 4,237,2018,9,13,online,0,0,0,116.62,1,canceled
inn00382,2,0,0,4,meal plan 1,0,room_type 1,125,2018,9,7,online,0,0,0,136.0,2,not_canceled
inn00383,2,2,2,2,meal plan 1,0,room_type 6,32,2018,12,2,online,0,0,0,147.9,0,canceled
inn00384,2,0,2,0,not selected,0,room_type 1,5,2018,9,18,offline,0,0,0,123.7,0,not_canceled
inn00385,2,0,2,1,meal plan 1,0,room_type 1,91,2018,6,19,online,0,0,0,135.9,0,canceled
inn00386,2,0,0,2,meal plan 2,0,room_type 1,102,2017,10,16,offline,0,0,0,109.0,0,not_canceled
inn00387,3,0,2,1,meal plan 1,0,room_type 4,9,2018,3,20,online,0,0,0,186.0,1,not_canceled
inn00388,3,0,1,3,meal plan 1,0,room_type 4,155,2018,12,26,online,0,0,0,115.6,1,canceled
inn00389,2,2,0,1,meal plan 1,0,room_type 6,0,2018,5,14,online,0,0,0,221.0,0,canceled
inn00390,1,0,0,3,meal plan 1,0,room_type 1,11,2017,9,15,corporate,0,0,0,65.0,0,not_canceled
inn00391,1,0,0,1,meal plan 1,0,room_type 1,0,2018,2,19,corporate,0,0,0,80.0,0,not_canceled
inn00392,2,1,1,4,meal plan 1,0,room_type 1,86,2018,3,23,offline,0,0,0,73.83,0,not_canceled
inn00393,1,0,0,1,meal plan 1,1,room_type 1,18,2018,10,18,corporate,1,3,19,67.0,0,not_canceled
inn00394,2,0,0,2,meal plan 1,0,room_type 1,58,2018,3,4,online,0,0,0,80.3,1,not_canceled
inn00395,2,0,2,1,not selected,0,room_type 1,54,2018,4,30,offline,0,0,0,85.0,0,not_canceled
inn00396,2,1,2,3,meal plan 1,0,room_type 1,25,2018,7,23,online,0,0,0,152.1,1,canceled
inn00397,2,0,0,2,meal plan 1,0,room_type 1,107,2017,9,9,online,0,0,0,89.25,1,not_canceled
inn00398,1,0,0,4,meal plan 2,0,room_type 1,100,2018,9,28,offline,0,0,0,110.0,0,not_canceled
inn00399,2,0,1,2,meal plan 1,0,room_type 1,273,2018,5,13,online,0,0,0,95.0,0,canceled
inn00400,2,0,0,1,not selected,0,room_type 1,29,2018,3,18,online,0,0,0,79.0,0,not_canceled
inn00401,2,0,0,1,meal plan 1,0,room_type 1,221,2018,8,12,online,0,0,0,80.0,0,canceled
inn00402,2,0,2,2,meal plan 1,0,room_type 1,213,2018,10,1,online,0,0,0,102.85,2,canceled
inn00403,2,0,1,2,meal plan 1,0,room_type 1,198,2018,9,9,online,0,0,0,90.0,0,canceled
inn00404,2,0,1,2,meal plan 1,0,room_type 2,81,2018,1,29,online,0,0,0,62.37,2,not_canceled
inn00405,2,0,0,1,not selected,0,room_type 1,23,2018,4,8,online,0,0,0,98.0,0,not_canceled
inn00406,2,0,0,3,meal plan 1,0,room_type 1,26,2017,9,17,online,0,0,0,117.67,1,canceled
inn00407,2,0,2,1,meal plan 1,0,room_type 1,20,2018,6,18,online,0,0,0,141.0,1,not_canceled
inn00408,2,1,1,3,meal plan 1,0,room_type 6,124,2018,12,26,online,0,0,0,156.61,2,canceled
inn00409,3,0,0,3,meal plan 1,0,room_type 4,85,2018,8,3,online,0,0,0,152.1,0,canceled
inn00410,2,0,0,1,meal plan 1,0,room_type 1,167,2018,8,6,online,0,0,0,105.3,0,canceled
inn00411,2,0,1,3,meal plan 1,0,room_type 1,71,2018,5,30,online,0,0,0,119.85,1,not_canceled
inn00412,2,0,0,2,meal plan 1,0,room_type 1,48,2018,11,4,online,0,0,0,97.2,2,not_canceled
inn00413,1,0,0,1,not selected,0,room_type 1,37,2018,5,13,online,0,0,0,116.1,0,not_canceled
inn00414,3,0,2,2,meal plan 1,0,room_type 4,76,2018,5,29,online,0,0,0,150.45,0,canceled
inn00415,1,0,0,1,meal plan 1,0,room_type 1,13,2018,1,20,offline,0,0,0,71.0,0,not_canceled
inn00416,1,0,1,0,meal plan 1,0,room_type 1,3,2018,6,27,complementary,0,0,0,0.0,0,not_canceled
inn00417,2,0,1,2,meal plan 1,0,room_type 4,75,2017,12,7,offline,0,0,0,60.0,0,not_canceled
inn00418,1,0,0,1,meal plan 1,0,room_type 1,5,2018,4,5,corporate,1,0,1,89.0,1,not_canceled
inn00419,2,0,2,0,meal plan 2,0,room_type 1,386,2018,10,23,online,0,0,0,115.0,1,canceled
inn00420,2,0,1,1,meal plan 1,0,room_type 1,180,2018,5,2,offline,0,0,0,100.0,1,not_canceled
inn00421,2,0,1,3,not selected,0,room_type 1,122,2018,11,14,online,0,0,0,75.9,2,canceled
inn00422,2,0,1,2,meal plan 1,0,room_type 1,224,2017,10,2,offline,0,0,0,65.0,0,not_canceled
inn00423,2,0,2,2,meal plan 1,0,room_type 1,24,2018,5,29,online,0,0,0,104.55,2,not_canceled
inn00424,1,0,2,2,meal plan 1,0,room_type 1,162,2018,10,14,online,0,0,0,115.0,0,canceled
inn00425,3,0,1,1,meal plan 1,0,room_type 4,25,2018,7,2,online,0,0,0,187.0,0,canceled
inn00426,1,0,0,1,meal plan 1,0,room_type 1,1,2018,8,4,online,0,0,0,115.0,0,not_canceled
inn00427,2,0,0,4,not selected,0,room_type 1,236,2018,9,27,online,0,0,0,84.43,1,canceled
inn00428,2,0,2,3,meal plan 1,0,room_type 1,120,2018,4,8,online,0,0,0,90.95,0,canceled
inn00429,2,0,1,3,meal plan 2,1,room_type 4,12,2018,3,24,online,0,0,0,208.0,1,not_canceled
inn00430,2,0,2,4,meal plan 1,0,room_type 1,224,2018,9,3,online,0,0,0,97.18,1,canceled
inn00431,1,0,0,4,meal plan 2,0,room_type 1,33,2017,10,21,offline,0,0,0,79.11,0,not_canceled
inn00432,2,0,0,2,meal plan 1,0,room_type 1,24,2018,5,13,complementary,0,0,0,0.0,0,not_canceled
inn00433,2,0,0,1,meal plan 1,0,room_type 4,22,2017,9,8,online,0,0,0,120.0,1,not_canceled
inn00434,2,0,0,3,meal plan 1,0,room_type 1,10,2017,10,20,online,0,0,0,126.0,1,not_canceled
inn00435,2,0,0,2,meal plan 1,0,room_type 1,15,2018,2,16,online,0,0,0,91.0,1,canceled
inn00436,2,0,0,5,meal plan 2,0,room_type 1,230,2018,9,6,online,0,0,0,137.0,0,canceled
inn00437,2,0,0,4,meal plan 1,0,room_type 1,54,2018,3,16,offline,0,0,0,67.32,0,not_canceled
inn00438,2,0,0,1,meal plan 1,0,room_type 1,45,2017,10,23,online,0,0,0,81.62,0,not_canceled
inn00439,3,0,1,3,meal plan 2,0,room_type 4,63,2018,10,24,online,0,0,0,123.66,2,not_canceled
inn00440,2,0,2,1,not selected,0,room_type 1,166,2018,8,6,online,0,0,0,94.5,1,not_canceled
inn00441,2,0,1,4,meal plan 1,0,room_type 1,148,2018,8,22,online,0,0,0,96.3,0,canceled
inn00442,2,0,2,1,meal plan 1,0,room_type 1,136,2018,8,13,online,0,0,0,88.01,1,not_canceled
inn00443,2,0,1,3,meal plan 1,0,room_type 1,37,2018,3,10,online,0,0,0,81.9,2,not_canceled
inn00444,2,0,0,4,meal plan 1,0,room_type 1,66,2018,5,11,online,0,0,0,119.85,1,not_canceled
inn00445,1,0,0,1,meal plan 1,0,room_type 1,11,2017,10,23,offline,0,0,0,83.5,0,not_canceled
inn00446,1,0,0,1,meal plan 1,1,room_type 1,1,2018,4,1,corporate,1,0,3,67.0,1,not_canceled
inn00447,2,0,2,2,meal plan 1,0,room_type 4,7,2018,6,19,online,0,0,0,156.0,1,not_canceled
inn00448,2,0,0,1,meal plan 1,0,room_type 1,43,2017,10,13,offline,0,0,0,85.0,0,not_canceled
inn00449,2,0,3,5,meal plan 1,0,room_type 4,5,2018,4,4,online,0,0,0,126.75,0,canceled
inn00450,2,0,1,1,meal plan 2,0,room_type 1,247,2018,6,6,online,0,0,0,115.0,1,canceled
inn00451,2,0,2,1,not selected,0,room_type 1,24,2018,10,16,online,0,0,0,107.1,1,canceled
inn00452,1,0,0,1,meal plan 1,0,room_type 1,53,2018,10,14,offline,0,0,0,120.0,0,not_canceled
inn00453,2,0,2,1,meal plan 1,0,room_type 1,52,2018,11,19,online,0,0,0,93.6,2,not_canceled
inn00454,2,0,0,1,meal plan 1,0,room_type 1,56,2018,6,8,offline,0,0,0,120.0,0,not_canceled
inn00455,1,0,0,1,meal plan 1,0,room_type 1,12,2018,6,8,offline,0,0,0,90.0,1,not_canceled
inn00456,2,0,0,5,meal plan 1,0,room_type 1,230,2018,9,6,online,0,0,0,137.0,1,canceled
inn00457,2,1,1,3,meal plan 1,0,room_type 1,92,2018,10,31,online,0,0,0,106.43,1,canceled
inn00458,1,0,0,3,not selected,0,room_type 1,2,2018,5,31,online,0,0,0,87.78,0,not_canceled
inn00459,2,0,0,2,meal plan 2,0,room_type 1,74,2017,9,18,offline,0,0,0,101.5,0,not_canceled
inn00460,2,0,0,1,not selected,0,room_type 1,82,2018,6,23,online,0,0,0,85.5,0,canceled
inn00461,1,0,0,3,meal plan 1,0,room_type 1,37,2018,10,13,offline,0,0,0,95.0,0,not_canceled
inn00462,2,0,2,2,meal plan 1,0,room_type 4,147,2018,7,1,online,0,0,0,103.7,2,not_canceled
inn00463,1,0,0,1,meal plan 1,0,room_type 1,2,2017,8,26,corporate,0,0,0,65.0,0,not_canceled
inn00464,2,0,2,6,meal plan 1,0,room_type 1,166,2018,8,18,online,0,0,0,100.12,0,canceled
inn00465,2,0,1,3,meal plan 2,1,room_type 1,28,2018,4,11,online,0,0,0,156.25,2,not_canceled
inn00466,2,0,1,2,meal plan 2,0,room_type 1,309,2018,5,13,online,0,0,0,101.0,0,canceled
inn00467,2,0,1,3,meal plan 2,1,room_type 1,54,2018,7,4,online,0,0,0,161.1,0,not_canceled
inn00468,2,0,1,3,not selected,1,room_type 1,49,2018,12,8,online,0,0,0,83.8,2,not_canceled
inn00469,2,1,0,1,meal plan 1,1,room_type 1,1,2018,6,18,online,0,0,0,168.0,2,not_canceled
inn00470,2,0,2,1,meal plan 1,0,room_type 1,0,2017,12,27,offline,0,0,0,58.0,0,not_canceled
inn00471,2,0,2,1,meal plan 2,0,room_type 1,4,2017,8,8,offline,0,0,0,94.5,0,not_canceled
inn00472,2,0,0,4,meal plan 1,0,room_type 1,60,2017,12,9,online,0,0,0,96.3,1,not_canceled
inn00473,2,0,0,1,meal plan 1,0,room_type 1,157,2017,8,14,online,0,0,0,76.5,1,not_canceled
inn00474,2,0,2,3,meal plan 1,0,room_type 1,268,2018,4,8,offline,0,0,0,78.0,0,not_canceled
inn00475,2,0,1,1,not selected,0,room_type 1,38,2018,9,26,online,0,0,0,112.59,0,canceled
inn00476,2,2,2,1,meal plan 1,0,room_type 7,30,2018,6,12,online,0,0,0,187.04,0,canceled
inn00477,2,0,0,1,meal plan 1,1,room_type 1,2,2018,10,11,online,0,0,0,169.0,2,not_canceled
inn00478,2,0,3,7,not selected,0,room_type 1,217,2018,12,5,online,0,0,0,46.63,1,not_canceled
inn00479,2,0,0,3,meal plan 1,0,room_type 1,143,2018,8,25,offline,0,0,0,100.0,0,not_canceled
inn00480,2,0,0,3,not selected,0,room_type 1,179,2018,10,19,online,0,0,0,85.5,2,not_canceled
inn00481,1,0,0,2,meal plan 1,0,room_type 1,188,2018,6,15,online,0,0,0,130.0,0,canceled
inn00482,3,0,2,2,meal plan 1,0,room_type 4,94,2018,7,8,online,0,0,0,146.7,1,not_canceled
inn00483,1,0,0,2,meal plan 1,0,room_type 1,32,2017,11,20,offline,0,0,0,73.0,0,not_canceled
inn00484,3,0,2,2,meal plan 1,0,room_type 6,2,2018,4,1,online,0,0,0,143.22,2,not_canceled
inn00485,2,0,0,3,meal plan 1,0,room_type 1,70,2017,10,22,online,0,0,0,89.25,1,not_canceled
inn00486,2,0,1,0,not selected,0,room_type 1,4,2018,9,19,offline,0,0,0,85.0,0,not_canceled
inn00487,2,0,2,0,meal plan 1,0,room_type 1,34,2018,2,28,complementary,0,0,0,6.5,1,not_canceled
inn00488,2,2,0,1,meal plan 1,0,room_type 2,16,2018,3,8,online,0,0,0,83.03,0,canceled
inn00489,2,0,1,3,meal plan 1,0,room_type 1,24,2018,2,11,online,0,0,0,91.0,0,canceled
